anios_estudiados,barrio,categoria_de_trabajo,edad,educacion_alcanzada,estado_marital,ganancia_perdida_declarada_bolsa_argentina,genero,horas_trabajo_registradas,religion,rol_familiar_registrado,tiene_alto_valor_adquisitivo,trabajo
13,Palermo,monotibutista,40,4_anio,divorciado,0,hombre,40,cristianismo,sin_familia,0,reparador
13,Palermo,relacion_de_dependencia,20,4_anio,sin_matrimonio,0,hombre,40,cristianismo,soltero_a,0,reparador
13,Palermo,relacion_de_dependencia,29,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,directivo_gerente
15,Palermo,relacion_de_dependencia,24,universidad_1_anio,sin_matrimonio,0,hombre,55,cristianismo,sin_familia,0,reparador
15,Palermo,relacion_de_dependencia,28,universidad_1_anio,sin_matrimonio,0,mujer,40,judaismo,con_hijos,0,directivo_gerente
10,Palermo,relacion_de_dependencia,58,1_anio,divorciado,0,hombre,50,judaismo,sin_familia,0,transporte
17,San Isidro,relacion_de_dependencia,38,universidad_3_anio,divorciado,-213,mujer,40,budismo,soltero_a,0,entretenimiento
14,Palermo,monotibutista,59,5_anio,viudo_a,6849,mujer,40,cristianismo,sin_familia,0,sector_primario
11,Palermo,relacion_de_dependencia,18,2_anio,sin_matrimonio,0,mujer,15,cristianismo,con_hijos,0,entretenimiento
13,Palermo,relacion_de_dependencia,40,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,inspector
18,Palermo,responsable_inscripto,39,universidad_4_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,0,directivo_gerente
17,,relacion_de_dependencia,35,universidad_3_anio,matrimonio_civil,-1887,hombre,50,budismo,casado,1,directivo_gerente
13,Belgrano,relacion_de_dependencia,45,4_anio,pareja_no_presente,0,hombre,72,cristianismo,sin_familia,0,reparador
17,Palermo,,62,universidad_3_anio,divorciado,0,hombre,5,cristianismo,sin_familia,0,
13,Palermo,empleado_provincial,24,4_anio,sin_matrimonio,0,mujer,20,judaismo,soltero_a,0,entretenimiento
14,Coghland,relacion_de_dependencia,22,5_anio,sin_matrimonio,0,hombre,30,judaismo,con_hijos,0,entretenimiento
17,Palermo,relacion_de_dependencia,23,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,directivo_gerente
14,Palermo,monotibutista,39,5_anio,separado,0,hombre,60,cristianismo,sin_familia,1,reparador
15,Palermo,relacion_de_dependencia,28,universidad_1_anio,sin_matrimonio,0,mujer,38,cristianismo,con_hijos,0,soporte_tecnico
11,Palermo,relacion_de_dependencia,51,2_anio,matrimonio_civil,4386,hombre,30,cristianismo,casado,1,ventas
17,Palermo,relacion_de_dependencia,44,universidad_3_anio,sin_matrimonio,0,mujer,37,cristianismo,con_hijos,0,entretenimiento
4,Monserrat,,73,1-4_grado,matrimonio_civil,0,hombre,40,cristianismo,casado,0,
13,Palermo,relacion_de_dependencia,24,4_anio,matrimonio_civil,0,hombre,35,judaismo,casado,0,sector_primario
11,Palermo,relacion_de_dependencia,24,2_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,ventas
4,La Boca,relacion_de_dependencia,52,1-4_grado,matrimonio_civil,0,hombre,50,otro,casado,0,reparador
13,Palermo,relacion_de_dependencia,43,4_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,limpiador
12,Palermo,responsable_inscripto,67,3_anio,matrimonio_civil,0,hombre,20,cristianismo,casado,0,directivo_gerente
12,,relacion_de_dependencia,31,3_anio,sin_matrimonio,0,hombre,40,judaismo,sin_familia,0,limpiador
13,Palermo,relacion_de_dependencia,36,4_anio,matrimonio_civil,7688,hombre,50,cristianismo,casado,1,reparador
16,Palermo,relacion_de_dependencia,43,universidad_2_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,transporte
8,Palermo,relacion_de_dependencia,31,7-8_grado,divorciado,0,hombre,70,cristianismo,otro,0,limpiador
14,Mataderos,relacion_de_dependencia,23,5_anio,sin_matrimonio,0,hombre,20,judaismo,con_hijos,0,entretenimiento
17,Palermo,relacion_de_dependencia,26,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,limpiador
14,Palermo,relacion_de_dependencia,48,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,profesional_especializado
14,Palermo,relacion_de_dependencia,40,5_anio,matrimonio_civil,0,hombre,44,cristianismo,casado,0,reparador
19,Palermo,empleado_municipal,55,universiada_5_anio,divorciado,0,mujer,39,cristianismo,sin_familia,0,profesional_especializado
13,Palermo,relacion_de_dependencia,49,4_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,1,reparador
17,Palermo,relacion_de_dependencia,34,universidad_3_anio,sin_matrimonio,0,mujer,15,cristianismo,sin_familia,0,otros
13,Palermo,relacion_de_dependencia,29,4_anio,sin_matrimonio,0,mujer,60,judaismo,con_hijos,0,entretenimiento
17,Palermo,relacion_de_dependencia,50,universidad_3_anio,divorciado,0,mujer,8,cristianismo,sin_familia,0,entretenimiento
14,Palermo,relacion_de_dependencia,19,5_anio,sin_matrimonio,0,mujer,9,cristianismo,con_hijos,0,ventas
20,Palermo,empleado_provincial,63,universiada_6_anio,matrimonio_civil,-1902,hombre,50,cristianismo,casado,1,directivo_gerente
17,San Isidro,relacion_de_dependencia,66,universidad_3_anio,matrimonio_civil,0,hombre,30,budismo,casado,0,reparador
14,Palermo,,65,5_anio,viudo_a,0,mujer,6,budismo,sin_familia,0,
15,Palermo,relacion_de_dependencia,60,universidad_1_anio,divorciado,0,hombre,20,cristianismo,sin_familia,0,otros
13,Palermo,relacion_de_dependencia,60,4_anio,divorciado,0,mujer,38,cristianismo,soltero_a,0,otros
13,Palermo,relacion_de_dependencia,19,4_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,soporte_tecnico
13,Palermo,responsable_inscripto,26,4_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,0,directivo_gerente
14,Palermo,monotibutista,75,5_anio,matrimonio_civil,-1735,hombre,40,judaismo,casado,0,reparador
14,Palermo,empleado_provincial,58,5_anio,viudo_a,0,mujer,20,cristianismo,sin_familia,0,profesional_especializado
14,Palermo,monotibutista,18,5_anio,sin_matrimonio,0,mujer,50,cristianismo,sin_familia,0,directivo_gerente
16,Palermo,relacion_de_dependencia,65,universidad_2_anio,matrimonio_civil,3818,hombre,40,cristianismo,casado,0,directivo_gerente
13,Palermo,monotibutista,50,4_anio,matrimonio_civil,-1887,hombre,40,cristianismo,casado,1,directivo_gerente
14,Palermo,relacion_de_dependencia,26,5_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,otros
18,Palermo,empleadao_estatal,45,universidad_4_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,1,ventas
14,Palermo,,19,5_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,
13,Palermo,empleadao_estatal,29,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,soporte_tecnico
14,Recoleta,relacion_de_dependencia,52,5_anio,matrimonio_civil,0,mujer,52,cristianismo,casada,1,ventas
17,Palermo,relacion_de_dependencia,23,universidad_3_anio,sin_matrimonio,0,mujer,40,cristianismo,con_hijos,0,directivo_gerente
13,Palermo,relacion_de_dependencia,21,4_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,otros
13,Palermo,empleado_municipal,48,4_anio,sin_matrimonio,0,mujer,40,cristianismo,con_hijos,0,directivo_gerente
18,Palermo,,59,universidad_4_anio,matrimonio_civil,0,hombre,35,cristianismo,casado,1,
17,Palermo,relacion_de_dependencia,50,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,directivo_gerente
17,La Boca,empleado_provincial,41,universidad_3_anio,sin_matrimonio,-1590,hombre,40,judaismo,sin_familia,0,seguridad
13,Palermo,relacion_de_dependencia,32,4_anio,divorciado,0,mujer,30,judaismo,soltero_a,0,ventas
13,Palermo,relacion_de_dependencia,40,4_anio,matrimonio_civil,0,hombre,40,judaismo,casado,0,sector_primario
13,Palermo,relacion_de_dependencia,19,4_anio,sin_matrimonio,0,hombre,30,cristianismo,sin_familia,0,limpiador
6,Belgrano,,30,5-6_grado,matrimonio_civil,0,hombre,40,cristianismo,casado,0,
13,Palermo,empleado_provincial,42,4_anio,separado,0,hombre,39,cristianismo,soltero_a,0,entretenimiento
17,Palermo,relacion_de_dependencia,23,universidad_3_anio,sin_matrimonio,0,mujer,50,cristianismo,con_hijos,0,entretenimiento
13,Palermo,monotibutista,37,4_anio,divorciado,27828,hombre,40,cristianismo,sin_familia,1,sector_primario
11,Palermo,relacion_de_dependencia,21,2_anio,sin_matrimonio,0,mujer,24,cristianismo,sin_familia,0,profesional_especializado
17,Palermo,relacion_de_dependencia,28,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,soporte_tecnico
13,Palermo,,50,4_anio,matrimonio_civil,0,hombre,40,judaismo,casado,0,
14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,hombre,25,cristianismo,con_hijos,0,ventas
11,Palermo,relacion_de_dependencia,21,2_anio,sin_matrimonio,0,hombre,35,cristianismo,sin_familia,0,reparador
14,Palermo,relacion_de_dependencia,21,5_anio,sin_matrimonio,0,hombre,16,cristianismo,otro,0,otros
17,Palermo,monotibutista,45,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,profesional_especializado
13,Palermo,responsable_inscripto,49,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,reparador
14,Balvanera,responsable_inscripto,53,5_anio,divorciado,8614,hombre,50,cristianismo,sin_familia,1,ventas
13,Palermo,relacion_de_dependencia,41,4_anio,divorciado,0,hombre,40,cristianismo,con_hijos,0,inspector
17,San Isidro,empleado_municipal,48,universidad_3_anio,pareja_no_presente,0,mujer,40,budismo,soltero_a,0,entretenimiento
13,Palermo,,73,4_anio,viudo_a,0,mujer,15,cristianismo,sin_familia,0,
14,Palermo,relacion_de_dependencia,34,5_anio,separado,0,mujer,40,cristianismo,soltero_a,0,directivo_gerente
13,Palermo,relacion_de_dependencia,24,4_anio,sin_matrimonio,0,mujer,40,cristianismo,con_hijos,0,entretenimiento
13,Palermo,empleado_provincial,58,4_anio,sin_matrimonio,0,mujer,16,cristianismo,sin_familia,0,entretenimiento
17,Palermo,relacion_de_dependencia,41,universidad_3_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,1,ventas
1,Belgrano,relacion_de_dependencia,53,preescolar,matrimonio_civil,0,hombre,40,cristianismo,casado,0,otros
13,Palermo,relacion_de_dependencia,40,4_anio,matrimonio_civil,0,hombre,40,judaismo,casado,0,reparador
14,Palermo,monotibutista,28,5_anio,matrimonio_civil,7298,hombre,40,cristianismo,casado,1,reparador
14,Palermo,relacion_de_dependencia,32,5_anio,matrimonio_civil,-1740,hombre,47,cristianismo,casado,0,ventas
14,Palermo,responsable_inscripto,44,5_anio,sin_matrimonio,2202,hombre,45,judaismo,sin_familia,0,directivo_gerente
11,Palermo,relacion_de_dependencia,18,2_anio,sin_matrimonio,0,mujer,40,cristianismo,otro,0,otros
13,Palermo,empleado_provincial,37,4_anio,separado,0,mujer,40,cristianismo,soltero_a,0,otros
16,Palermo,relacion_de_dependencia,43,universidad_2_anio,sin_matrimonio,0,mujer,45,judaismo,sin_familia,0,entretenimiento
13,Palermo,relacion_de_dependencia,22,4_anio,sin_matrimonio,0,mujer,40,cristianismo,con_hijos,0,otros
10,Palermo,relacion_de_dependencia,28,1_anio,sin_matrimonio,0,hombre,40,judaismo,otro,0,limpiador
14,Palermo,relacion_de_dependencia,51,5_anio,divorciado,0,mujer,40,cristianismo,soltero_a,0,directivo_gerente
13,Palermo,relacion_de_dependencia,63,4_anio,divorciado,0,mujer,72,cristianismo,sin_familia,0,profesional_especializado
14,Palermo,relacion_de_dependencia,29,5_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,0,seguridad
17,Palermo,relacion_de_dependencia,44,universidad_3_anio,matrimonio_civil,7298,hombre,48,cristianismo,casado,1,directivo_gerente
8,Parque Chacabuco,relacion_de_dependencia,44,7-8_grado,separado,0,mujer,38,cristianismo,soltero_a,0,otros
14,Palermo,empleado_provincial,37,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,otros
13,Palermo,empleadao_estatal,62,4_anio,matrimonio_civil,0,hombre,40,judaismo,casado,0,entretenimiento
13,Palermo,relacion_de_dependencia,31,4_anio,matrimonio_civil,0,hombre,52,cristianismo,casado,0,reparador
13,Palermo,relacion_de_dependencia,20,4_anio,sin_matrimonio,0,hombre,30,cristianismo,con_hijos,0,limpiador
10,Palermo,relacion_de_dependencia,48,1_anio,divorciado,-1594,mujer,32,cristianismo,soltero_a,0,inspector
14,Palermo,monotibutista,24,5_anio,sin_matrimonio,0,mujer,50,cristianismo,sin_familia,0,otros
17,Palermo,empleado_provincial,56,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,directivo_gerente
14,Palermo,empleadao_estatal,36,5_anio,matrimonio_civil,0,hombre,35,cristianismo,casado,0,entretenimiento
13,Palermo,relacion_de_dependencia,29,4_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,reparador
19,Almagro,relacion_de_dependencia,34,universiada_5_anio,sin_matrimonio,-1564,hombre,40,budismo,sin_familia,1,soporte_tecnico
14,Palermo,relacion_de_dependencia,39,5_anio,sin_matrimonio,0,hombre,40,judaismo,con_hijos,0,reparador
14,Palermo,relacion_de_dependencia,29,5_anio,sin_matrimonio,0,hombre,45,judaismo,sin_familia,0,limpiador
13,Palermo,responsable_inscripto,38,4_anio,matrimonio_civil,0,hombre,65,cristianismo,casado,0,directivo_gerente
9,San Isidro,relacion_de_dependencia,23,9_grado,sin_matrimonio,0,hombre,20,budismo,con_hijos,0,otros
13,Constitucion,relacion_de_dependencia,37,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,otros
14,Palermo,monotibutista,30,5_anio,divorciado,0,mujer,30,cristianismo,soltero_a,0,otros
14,Palermo,,58,5_anio,matrimonio_civil,0,mujer,36,cristianismo,casada,0,
16,Palermo,relacion_de_dependencia,42,universidad_2_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,soporte_tecnico
13,Palermo,empleado_municipal,59,4_anio,viudo_a,-1504,mujer,19,cristianismo,sin_familia,0,otros
13,Palermo,relacion_de_dependencia,45,4_anio,matrimonio_civil,7298,hombre,40,judaismo,casado,1,limpiador
14,Palermo,relacion_de_dependencia,46,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,ventas
18,Palermo,relacion_de_dependencia,25,universidad_4_anio,sin_matrimonio,4650,mujer,37,cristianismo,sin_familia,0,profesional_especializado
13,Palermo,responsable_inscripto,41,4_anio,divorciado,0,hombre,55,cristianismo,sin_familia,0,reparador
13,Palermo,relacion_de_dependencia,49,4_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,1,transporte
14,Palermo,relacion_de_dependencia,37,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,otros
13,Palermo,relacion_de_dependencia,31,4_anio,sin_matrimonio,0,hombre,45,cristianismo,sin_familia,0,reparador
16,Palermo,relacion_de_dependencia,22,universidad_2_anio,matrimonio_civil,0,hombre,6,budismo,casado,0,directivo_gerente
13,Palermo,relacion_de_dependencia,22,4_anio,divorciado,0,mujer,33,cristianismo,con_hijos,0,ventas
11,Palermo,relacion_de_dependencia,17,2_anio,sin_matrimonio,0,mujer,20,cristianismo,con_hijos,0,servicio_domestico
20,Palermo,relacion_de_dependencia,47,universiada_6_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,1,profesional_especializado
10,Palermo,relacion_de_dependencia,17,1_anio,sin_matrimonio,0,hombre,15,cristianismo,otro,0,otros
6,Belgrano,relacion_de_dependencia,39,5-6_grado,matrimonio_civil,0,hombre,40,cristianismo,casado,0,limpiador
14,Palermo,relacion_de_dependencia,23,5_anio,sin_matrimonio,0,hombre,20,cristianismo,con_hijos,0,entretenimiento
17,Palermo,relacion_de_dependencia,41,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,profesional_especializado
18,Palermo,empleadao_estatal,36,universidad_4_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,1,profesional_especializado
17,Palermo,relacion_de_dependencia,52,universidad_3_anio,matrimonio_civil,-1902,hombre,40,cristianismo,casado,1,profesional_especializado
13,Palermo,relacion_de_dependencia,21,4_anio,sin_matrimonio,0,mujer,30,cristianismo,sin_familia,0,reparador
10,Palermo,relacion_de_dependencia,33,1_anio,divorciado,0,mujer,36,cristianismo,sin_familia,0,limpiador
11,Palermo,,17,2_anio,sin_matrimonio,0,mujer,35,cristianismo,con_hijos,0,
13,Palermo,relacion_de_dependencia,41,4_anio,sin_matrimonio,0,hombre,44,cristianismo,sin_familia,0,reparador
13,Palermo,relacion_de_dependencia,19,4_anio,sin_matrimonio,0,mujer,35,cristianismo,con_hijos,0,ventas
13,Palermo,empleadao_estatal,38,4_anio,sin_matrimonio,0,hombre,45,cristianismo,sin_familia,1,entretenimiento
14,Palermo,relacion_de_dependencia,24,5_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,reparador
17,Palermo,relacion_de_dependencia,38,universidad_3_anio,divorciado,1151,mujer,40,cristianismo,soltero_a,0,ventas
17,Palermo,empleado_provincial,39,universidad_3_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,1,profesional_especializado
14,Palermo,relacion_de_dependencia,19,5_anio,sin_matrimonio,0,mujer,15,cristianismo,con_hijos,0,ventas
16,Palermo,,31,universidad_2_anio,sin_matrimonio,0,mujer,25,cristianismo,con_hijos,0,
14,Palermo,relacion_de_dependencia,42,5_anio,matrimonio_civil,0,mujer,40,cristianismo,casada,0,entretenimiento
13,,relacion_de_dependencia,36,4_anio,sin_matrimonio,0,hombre,45,cristianismo,con_hijos,0,ventas
14,Palermo,relacion_de_dependencia,29,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,limpiador
12,Palermo,relacion_de_dependencia,17,3_anio,sin_matrimonio,0,hombre,20,cristianismo,con_hijos,0,limpiador
17,Palermo,empleado_municipal,47,universidad_3_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,1,reparador
14,Palermo,relacion_de_dependencia,24,5_anio,divorciado,0,mujer,60,cristianismo,sin_familia,0,entretenimiento
14,Palermo,empleadao_estatal,61,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,directivo_gerente
14,Palermo,monotibutista,40,5_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,0,reparador
9,Palermo,,31,9_grado,divorciado,0,mujer,25,cristianismo,sin_familia,0,
13,Caballito,relacion_de_dependencia,59,4_anio,matrimonio_civil,0,mujer,38,judaismo,casada,0,profesional_especializado
14,Palermo,relacion_de_dependencia,29,5_anio,divorciado,0,hombre,55,cristianismo,sin_familia,0,soporte_tecnico
13,Palermo,relacion_de_dependencia,26,4_anio,separado,0,hombre,40,cristianismo,sin_familia,0,otros
13,Palermo,relacion_de_dependencia,46,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,transporte
13,Palermo,empleadao_estatal,56,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,entretenimiento
17,Palermo,relacion_de_dependencia,25,universidad_3_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,entretenimiento
12,Palermo,relacion_de_dependencia,17,3_anio,sin_matrimonio,0,mujer,18,cristianismo,con_hijos,0,ventas
15,Palermo,relacion_de_dependencia,29,universidad_1_anio,sin_matrimonio,0,mujer,40,judaismo,sin_familia,0,directivo_gerente
6,Palermo,relacion_de_dependencia,23,5-6_grado,sin_matrimonio,0,hombre,30,cristianismo,soltero_a,0,limpiador
13,Palermo,relacion_de_dependencia,67,4_anio,sin_matrimonio,0,mujer,35,cristianismo,sin_familia,0,directivo_gerente
18,Palermo,relacion_de_dependencia,29,universidad_4_anio,sin_matrimonio,0,mujer,50,cristianismo,sin_familia,0,profesional_especializado
16,Palermo,relacion_de_dependencia,33,universidad_2_anio,divorciado,-880,mujer,40,cristianismo,sin_familia,0,entretenimiento
13,Palermo,relacion_de_dependencia,32,4_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,transporte
14,Belgrano,relacion_de_dependencia,34,5_anio,matrimonio_civil,0,hombre,62,cristianismo,casado,0,otros
13,Palermo,relacion_de_dependencia,49,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,inspector
14,,monotibutista,54,5_anio,divorciado,0,hombre,40,cristianismo,sin_familia,0,reparador
13,Palermo,relacion_de_dependencia,39,4_anio,divorciado,0,hombre,40,cristianismo,sin_familia,0,otros
17,Palermo,relacion_de_dependencia,41,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,reparador
14,Palermo,relacion_de_dependencia,31,5_anio,divorciado,0,mujer,38,cristianismo,soltero_a,0,entretenimiento
20,Palermo,empleadao_estatal,47,universiada_6_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,profesional_especializado
13,Palermo,relacion_de_dependencia,27,4_anio,sin_matrimonio,0,hombre,1,cristianismo,otro,0,inspector
11,Palermo,relacion_de_dependencia,23,2_anio,matrimonio_civil,4508,hombre,25,cristianismo,casado,0,transporte
8,Palermo,relacion_de_dependencia,44,7-8_grado,matrimonio_civil,0,hombre,80,cristianismo,casado,1,transporte
16,Palermo,relacion_de_dependencia,25,universidad_2_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,0,directivo_gerente
14,Palermo,relacion_de_dependencia,23,5_anio,sin_matrimonio,0,mujer,16,cristianismo,con_hijos,0,entretenimiento
13,Palermo,relacion_de_dependencia,52,4_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,1,reparador
13,Palermo,empleadao_estatal,62,4_anio,viudo_a,0,mujer,36,cristianismo,sin_familia,0,directivo_gerente
17,Palermo,relacion_de_dependencia,31,universidad_3_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,profesional_especializado
11,Palermo,relacion_de_dependencia,19,2_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,0,reparador
14,Palermo,,22,5_anio,sin_matrimonio,0,hombre,36,cristianismo,con_hijos,0,
14,Constitucion,relacion_de_dependencia,53,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,reparador
13,Palermo,relacion_de_dependencia,25,4_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,reparador
13,Palermo,relacion_de_dependencia,45,4_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,transporte
9,Palermo,relacion_de_dependencia,69,9_grado,sin_matrimonio,2993,hombre,40,cristianismo,otro,0,reparador
13,Palermo,relacion_de_dependencia,49,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,reparador
17,Monte Castro,relacion_de_dependencia,42,universidad_3_anio,matrimonio_civil,0,mujer,27,budismo,casada,1,profesional_especializado
13,Palermo,monotibutista,44,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,sector_primario
14,Palermo,empleado_municipal,56,5_anio,matrimonio_civil,0,hombre,41,cristianismo,casado,1,reparador
13,Palermo,empleado_provincial,37,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,inspector
17,Palermo,relacion_de_dependencia,37,universidad_3_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,1,directivo_gerente
14,Palermo,relacion_de_dependencia,22,5_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,otros
17,Palermo,empleado_municipal,34,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,profesional_especializado
13,Palermo,relacion_de_dependencia,36,4_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,inspector
13,Palermo,,54,4_anio,divorciado,0,hombre,20,cristianismo,sin_familia,0,
14,Palermo,empleado_municipal,28,5_anio,matrimonio_civil,0,hombre,65,cristianismo,casado,0,directivo_gerente
17,Palermo,relacion_de_dependencia,28,universidad_3_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,0,profesional_especializado
10,,relacion_de_dependencia,36,1_anio,sin_matrimonio,0,mujer,35,cristianismo,soltero_a,0,ventas
6,Palermo,empleado_municipal,73,5-6_grado,matrimonio_civil,0,hombre,20,cristianismo,casado,0,seguridad
13,Palermo,monotibutista,37,4_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,0,sector_primario
17,Palermo,relacion_de_dependencia,24,universidad_3_anio,sin_matrimonio,0,mujer,65,judaismo,con_hijos,0,directivo_gerente
13,Palermo,empleado_provincial,30,4_anio,matrimonio_militar,0,mujer,38,cristianismo,con_hijos,0,entretenimiento
15,Palermo,relacion_de_dependencia,38,universidad_1_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,otros
14,San Isidro,relacion_de_dependencia,50,5_anio,matrimonio_civil,0,hombre,40,budismo,casado,1,entretenimiento
13,Palermo,,69,4_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,1,
19,Palermo,relacion_de_dependencia,43,universiada_5_anio,pareja_no_presente,99999,hombre,40,cristianismo,sin_familia,1,profesional_especializado
13,Palermo,relacion_de_dependencia,42,4_anio,matrimonio_civil,0,hombre,40,judaismo,casado,0,limpiador
14,Palermo,empleado_provincial,54,5_anio,divorciado,0,mujer,38,cristianismo,sin_familia,0,entretenimiento
16,Palermo,empleado_provincial,27,universidad_2_anio,sin_matrimonio,0,mujer,58,cristianismo,sin_familia,0,directivo_gerente
14,Palermo,relacion_de_dependencia,39,5_anio,divorciado,0,hombre,45,cristianismo,sin_familia,0,ventas
14,Caballito,relacion_de_dependencia,27,5_anio,sin_matrimonio,0,mujer,40,judaismo,sin_familia,0,entretenimiento
13,Palermo,relacion_de_dependencia,30,4_anio,matrimonio_civil,0,hombre,66,cristianismo,casado,0,limpiador
13,Palermo,relacion_de_dependencia,30,4_anio,matrimonio_civil,-2057,hombre,40,cristianismo,casado,0,transporte
14,Palermo,relacion_de_dependencia,37,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,reparador
17,Palermo,empleadao_estatal,50,universidad_3_anio,divorciado,0,hombre,60,cristianismo,sin_familia,1,profesional_especializado
14,Balvanera,relacion_de_dependencia,36,5_anio,divorciado,0,mujer,40,cristianismo,soltero_a,0,reparador
14,Palermo,relacion_de_dependencia,22,5_anio,sin_matrimonio,0,hombre,10,judaismo,con_hijos,0,limpiador
14,Palermo,relacion_de_dependencia,21,5_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,reparador
17,Palermo,relacion_de_dependencia,33,universidad_3_anio,matrimonio_civil,-1579,hombre,42,cristianismo,casado,0,entretenimiento
8,Palermo,relacion_de_dependencia,76,7-8_grado,viudo_a,0,mujer,25,cristianismo,sin_familia,0,otros
14,Palermo,,22,5_anio,sin_matrimonio,0,mujer,28,cristianismo,sin_familia,0,
17,Palermo,relacion_de_dependencia,37,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,entretenimiento
14,Palermo,relacion_de_dependencia,34,5_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,0,ventas
13,Palermo,relacion_de_dependencia,29,4_anio,matrimonio_civil,0,hombre,97,cristianismo,casado,0,sector_primario
13,Palermo,relacion_de_dependencia,29,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,transporte
17,Palermo,relacion_de_dependencia,28,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,ventas
14,Palermo,monotibutista,73,5_anio,matrimonio_civil,0,hombre,35,cristianismo,casado,0,directivo_gerente
14,Palermo,relacion_de_dependencia,43,5_anio,divorciado,0,mujer,40,judaismo,sin_familia,0,directivo_gerente
14,Palermo,relacion_de_dependencia,39,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,reparador
