id,anios_estudiados,barrio,categoria_de_trabajo,edad,educacion_alcanzada,estado_marital,ganancia_perdida_declarada_bolsa_argentina,genero,horas_trabajo_registradas,religion,representatividad_poblacional,rol_familiar_registrado,trabajo
10194,13,Palermo,monotibutista,53,4_anio,matrimonio_civil,3411,mujer,65,cristianismo,237729,casada,profesional_especializado
10195,17,Palermo,relacion_de_dependencia,44,universidad_3_anio,matrimonio_civil,15024,hombre,48,cristianismo,121718,casado,directivo_gerente
10196,6,Belgrano,relacion_de_dependencia,43,5-6_grado,matrimonio_civil,0,hombre,40,cristianismo,196344,casado,otros
10197,13,Palermo,relacion_de_dependencia,22,4_anio,sin_matrimonio,0,hombre,40,cristianismo,100235,con_hijos,limpiador
10198,13,Palermo,relacion_de_dependencia,31,4_anio,matrimonio_civil,0,hombre,45,cristianismo,161153,casado,inspector
10199,11,Palermo,relacion_de_dependencia,44,2_anio,divorciado,0,hombre,40,cristianismo,303619,sin_familia,reparador
10200,8,Palermo,monotibutista,88,7-8_grado,viudo_a,0,hombre,5,cristianismo,141646,sin_familia,sector_primario
10201,13,Palermo,relacion_de_dependencia,21,4_anio,sin_matrimonio,0,hombre,60,cristianismo,293726,sin_familia,ventas
10202,17,,relacion_de_dependencia,31,universidad_3_anio,sin_matrimonio,-1590,mujer,35,cristianismo,190772,con_hijos,directivo_gerente
10203,17,Palermo,empleado_municipal,35,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,91124,sin_familia,directivo_gerente
10204,17,Palermo,relacion_de_dependencia,30,universidad_3_anio,sin_matrimonio,0,hombre,55,judaismo,318912,con_hijos,otros
10205,13,Palermo,relacion_de_dependencia,48,4_anio,matrimonio_civil,0,hombre,40,cristianismo,355978,casado,soporte_tecnico
10206,13,Palermo,,68,4_anio,viudo_a,0,mujer,16,cristianismo,81468,soltero_a,
10207,15,Palermo,relacion_de_dependencia,64,universidad_1_anio,matrimonio_civil,0,hombre,50,cristianismo,183672,casado,entretenimiento
10208,18,,relacion_de_dependencia,49,universidad_4_anio,matrimonio_civil,99999,hombre,50,budismo,140826,casado,directivo_gerente
10209,20,Palermo,relacion_de_dependencia,44,universiada_6_anio,matrimonio_civil,0,hombre,50,cristianismo,146659,casado,profesional_especializado
10210,11,Palermo,relacion_de_dependencia,18,2_anio,sin_matrimonio,0,hombre,12,cristianismo,294720,con_hijos,otros
10211,13,Palermo,relacion_de_dependencia,34,4_anio,matrimonio_civil,0,hombre,40,cristianismo,284629,casado,inspector
10212,13,Palermo,empleado_municipal,29,4_anio,sin_matrimonio,0,mujer,40,cristianismo,128091,soltero_a,transporte
10213,13,Palermo,relacion_de_dependencia,23,4_anio,sin_matrimonio,0,hombre,40,judaismo,153643,otro,inspector
10214,14,Palermo,responsable_inscripto,36,5_anio,matrimonio_civil,0,hombre,40,cristianismo,173968,casado,directivo_gerente
10215,17,Palermo,,29,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,168479,sin_familia,
10216,10,Belgrano,relacion_de_dependencia,34,1_anio,matrimonio_civil,0,hombre,45,cristianismo,303177,casado,transporte
10217,17,Palermo,monotibutista,27,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,189030,sin_familia,ventas
10218,14,Palermo,empleado_municipal,57,5_anio,separado,0,mujer,40,judaismo,261584,sin_familia,otros
10219,13,Palermo,relacion_de_dependencia,24,4_anio,sin_matrimonio,0,hombre,40,cristianismo,131230,sin_familia,entretenimiento
10220,14,Palermo,relacion_de_dependencia,54,5_anio,matrimonio_civil,0,hombre,60,cristianismo,138852,casado,entretenimiento
10221,14,Palermo,relacion_de_dependencia,18,5_anio,sin_matrimonio,0,mujer,20,cristianismo,137532,con_hijos,ventas
10222,14,San Isidro,relacion_de_dependencia,25,5_anio,sin_matrimonio,0,hombre,40,budismo,67222,sin_familia,inspector
10223,14,Belgrano,relacion_de_dependencia,28,5_anio,matrimonio_civil,0,hombre,40,cristianismo,278736,casado,inspector
10224,13,Palermo,relacion_de_dependencia,87,4_anio,pareja_no_presente,0,hombre,16,cristianismo,143574,sin_familia,ventas
10225,18,Palermo,relacion_de_dependencia,54,universidad_4_anio,divorciado,0,mujer,40,cristianismo,283725,sin_familia,ventas
10226,13,Palermo,relacion_de_dependencia,21,4_anio,sin_matrimonio,0,hombre,25,cristianismo,131404,otro,otros
10227,6,Agronomia,relacion_de_dependencia,43,5-6_grado,pareja_no_presente,0,mujer,40,cristianismo,185015,otro,servicio_domestico
10228,13,Palermo,empleadao_estatal,43,4_anio,matrimonio_civil,3908,hombre,40,cristianismo,47902,casado,entretenimiento
10229,13,Palermo,relacion_de_dependencia,38,4_anio,sin_matrimonio,0,hombre,40,cristianismo,272017,sin_familia,inspector
10230,13,Palermo,relacion_de_dependencia,46,4_anio,matrimonio_civil,0,hombre,35,judaismo,224559,casado,reparador
10231,14,Palermo,relacion_de_dependencia,65,5_anio,viudo_a,0,mujer,22,cristianismo,138247,sin_familia,ventas
10232,13,Palermo,relacion_de_dependencia,39,4_anio,matrimonio_civil,0,hombre,40,cristianismo,365465,casado,reparador
10233,14,Palermo,monotibutista,60,5_anio,matrimonio_civil,0,hombre,50,cristianismo,69887,casado,sector_primario
10234,17,Palermo,relacion_de_dependencia,30,universidad_3_anio,sin_matrimonio,0,hombre,60,cristianismo,203488,sin_familia,ventas
10235,13,Palermo,relacion_de_dependencia,39,4_anio,matrimonio_civil,7298,hombre,40,cristianismo,57691,casado,limpiador
10236,17,Palermo,relacion_de_dependencia,35,universidad_3_anio,matrimonio_civil,-1977,hombre,48,cristianismo,193815,casado,profesional_especializado
10237,14,Palermo,monotibutista,31,5_anio,matrimonio_civil,0,hombre,40,cristianismo,37284,casado,sector_primario
10238,13,Palermo,relacion_de_dependencia,39,4_anio,sin_matrimonio,0,hombre,40,cristianismo,317434,con_hijos,directivo_gerente
10239,13,Palermo,relacion_de_dependencia,33,4_anio,matrimonio_civil,0,hombre,40,cristianismo,198613,casado,reparador
10240,19,Palermo,relacion_de_dependencia,27,universiada_5_anio,sin_matrimonio,0,mujer,40,cristianismo,126060,otro,profesional_especializado
10241,14,Palermo,relacion_de_dependencia,31,5_anio,matrimonio_civil,0,hombre,40,cristianismo,187560,casado,entretenimiento
10242,14,Palermo,,77,5_anio,separado,0,hombre,2,cristianismo,331863,sin_familia,
10243,16,Palermo,empleado_provincial,40,universidad_2_anio,divorciado,0,mujer,40,cristianismo,52498,soltero_a,entretenimiento
10244,18,Barracas,empleadao_estatal,58,universidad_4_anio,matrimonio_civil,7688,hombre,40,budismo,256466,casado,soporte_tecnico
10245,15,Palermo,empleado_municipal,37,universidad_1_anio,matrimonio_civil,0,hombre,80,cristianismo,215618,casado,seguridad
10246,10,Palermo,relacion_de_dependencia,39,1_anio,separado,0,hombre,40,cristianismo,150057,con_hijos,inspector
10247,14,Palermo,relacion_de_dependencia,30,5_anio,sin_matrimonio,0,mujer,40,cristianismo,213714,sin_familia,directivo_gerente
10248,14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,mujer,4,cristianismo,173095,con_hijos,ventas
10249,13,Palermo,,36,4_anio,divorciado,0,mujer,40,cristianismo,143774,otro,
10250,13,Palermo,relacion_de_dependencia,30,4_anio,matrimonio_civil,0,hombre,60,cristianismo,277488,casado,reparador
10251,13,Palermo,relacion_de_dependencia,39,4_anio,sin_matrimonio,0,hombre,42,cristianismo,240468,sin_familia,directivo_gerente
10252,14,Palermo,relacion_de_dependencia,43,5_anio,divorciado,0,mujer,30,cristianismo,197609,sin_familia,otros
10253,13,Palermo,relacion_de_dependencia,25,4_anio,sin_matrimonio,0,mujer,40,cristianismo,72294,con_hijos,entretenimiento
10254,15,Palermo,relacion_de_dependencia,42,universidad_1_anio,matrimonio_civil,0,hombre,45,cristianismo,219155,casado,reparador
10255,14,Palermo,relacion_de_dependencia,38,5_anio,divorciado,-1726,mujer,40,cristianismo,130277,soltero_a,soporte_tecnico
10256,13,Palermo,relacion_de_dependencia,67,4_anio,matrimonio_civil,0,hombre,30,cristianismo,100718,casado,limpiador
10257,13,Palermo,relacion_de_dependencia,57,4_anio,divorciado,0,mujer,40,cristianismo,151474,otro,limpiador
10258,14,Palermo,relacion_de_dependencia,21,5_anio,sin_matrimonio,0,hombre,20,cristianismo,209955,con_hijos,reparador
10259,13,Palermo,relacion_de_dependencia,35,4_anio,matrimonio_civil,0,mujer,40,cristianismo,23892,casada,directivo_gerente
10260,13,Palermo,relacion_de_dependencia,40,4_anio,matrimonio_civil,-1887,hombre,40,cristianismo,206927,casado,reparador
10261,10,Palermo,relacion_de_dependencia,35,1_anio,matrimonio_civil,0,mujer,40,cristianismo,60135,casada,otros
10262,9,Palermo,,74,9_grado,matrimonio_civil,0,hombre,10,cristianismo,95630,casado,
10263,8,Palermo,relacion_de_dependencia,19,7-8_grado,sin_matrimonio,0,hombre,40,cristianismo,229516,otro,inspector
10264,13,Palermo,monotibutista,36,4_anio,matrimonio_civil,0,hombre,99,cristianismo,127740,casado,directivo_gerente
10265,20,Palermo,empleado_provincial,39,universiada_6_anio,sin_matrimonio,-2824,hombre,50,cristianismo,252662,sin_familia,profesional_especializado
10266,12,Palermo,,17,3_anio,sin_matrimonio,0,hombre,40,cristianismo,171080,con_hijos,
10267,13,,,47,4_anio,sin_matrimonio,0,mujer,50,cristianismo,118358,otro,
10268,17,Palermo,relacion_de_dependencia,32,universidad_3_anio,sin_matrimonio,-1564,hombre,50,cristianismo,160594,sin_familia,ventas
10269,17,Palermo,empleado_municipal,32,universidad_3_anio,sin_matrimonio,0,mujer,48,cristianismo,393376,sin_familia,seguridad
10270,13,Palermo,empleadao_estatal,51,4_anio,sin_matrimonio,0,hombre,40,cristianismo,321494,sin_familia,otros
10271,14,Palermo,,48,5_anio,sin_matrimonio,0,hombre,35,cristianismo,289517,sin_familia,
10272,17,Palermo,relacion_de_dependencia,38,universidad_3_anio,matrimonio_civil,0,hombre,38,cristianismo,331395,casado,ventas
10273,14,Palermo,,19,5_anio,sin_matrimonio,0,mujer,20,cristianismo,199609,con_hijos,
10274,18,Palermo,relacion_de_dependencia,52,universidad_4_anio,matrimonio_civil,0,hombre,45,cristianismo,178596,casado,reparador
10275,14,Palermo,relacion_de_dependencia,21,5_anio,sin_matrimonio,0,mujer,30,cristianismo,198996,con_hijos,inspector
10276,13,Palermo,relacion_de_dependencia,33,4_anio,divorciado,0,hombre,40,cristianismo,222654,otro,reparador
10277,12,Palermo,relacion_de_dependencia,18,3_anio,sin_matrimonio,0,hombre,20,cristianismo,293510,otro,limpiador
10278,17,Colegiales,monotibutista,32,universidad_3_anio,matrimonio_civil,7298,hombre,40,cristianismo,176185,casado,soporte_tecnico
10279,13,Palermo,relacion_de_dependencia,28,4_anio,matrimonio_civil,0,hombre,44,cristianismo,370509,casado,reparador
10280,13,Palermo,relacion_de_dependencia,45,4_anio,divorciado,0,mujer,32,cristianismo,167381,soltero_a,ventas
10281,13,Palermo,relacion_de_dependencia,21,4_anio,sin_matrimonio,0,mujer,40,judaismo,300445,con_hijos,otros
10282,14,Palermo,relacion_de_dependencia,24,5_anio,sin_matrimonio,0,mujer,40,cristianismo,339602,sin_familia,entretenimiento
10283,17,Villa Real,relacion_de_dependencia,53,universidad_3_anio,matrimonio_civil,-1740,hombre,40,budismo,329222,casado,reparador
10284,6,Palermo,monotibutista,54,5-6_grado,matrimonio_civil,0,hombre,55,cristianismo,183668,casado,sector_primario
10285,14,Palermo,relacion_de_dependencia,28,5_anio,sin_matrimonio,0,mujer,40,cristianismo,30014,sin_familia,entretenimiento
10286,14,Palermo,,20,5_anio,sin_matrimonio,0,mujer,30,cristianismo,120820,con_hijos,
10287,13,Palermo,relacion_de_dependencia,23,4_anio,matrimonio_civil,0,hombre,40,cristianismo,33021,casado,inspector
10288,17,Palermo,empleado_provincial,33,universidad_3_anio,sin_matrimonio,0,mujer,40,cristianismo,295662,soltero_a,entretenimiento
10289,14,Palermo,relacion_de_dependencia,45,5_anio,matrimonio_civil,0,mujer,40,cristianismo,183168,casada,soporte_tecnico
10290,8,Palermo,monotibutista,47,7-8_grado,matrimonio_civil,0,hombre,72,cristianismo,148738,casado,sector_primario
10291,13,Palermo,relacion_de_dependencia,35,4_anio,matrimonio_civil,0,hombre,48,cristianismo,214738,casado,reparador
10292,16,Palermo,relacion_de_dependencia,20,universidad_2_anio,sin_matrimonio,0,mujer,20,cristianismo,196758,con_hijos,ventas
10293,13,Palermo,empleadao_estatal,35,4_anio,divorciado,0,mujer,40,cristianismo,105527,soltero_a,directivo_gerente
10294,17,Palermo,relacion_de_dependencia,50,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,221495,casado,ventas
10295,10,Palermo,relacion_de_dependencia,40,1_anio,sin_matrimonio,0,hombre,40,cristianismo,211938,sin_familia,transporte
10296,10,Palermo,relacion_de_dependencia,50,1_anio,matrimonio_civil,0,hombre,32,cristianismo,209320,casado,sector_primario
10297,9,Palermo,relacion_de_dependencia,33,9_grado,divorciado,0,hombre,50,cristianismo,298785,sin_familia,reparador
10298,17,Palermo,relacion_de_dependencia,37,universidad_3_anio,sin_matrimonio,0,mujer,44,cristianismo,459192,sin_familia,ventas
10299,14,Palermo,relacion_de_dependencia,37,5_anio,matrimonio_civil,0,hombre,40,cristianismo,342642,casado,reparador
10300,13,Palermo,monotibutista,25,4_anio,matrimonio_civil,0,hombre,50,cristianismo,46015,casado,ventas
10301,10,Palermo,relacion_de_dependencia,17,1_anio,sin_matrimonio,0,hombre,15,judaismo,219199,con_hijos,otros
10302,13,Palermo,monotibutista,49,4_anio,matrimonio_civil,0,hombre,50,cristianismo,285858,casado,directivo_gerente
10303,13,Palermo,relacion_de_dependencia,66,4_anio,viudo_a,0,mujer,24,judaismo,592029,sin_familia,ventas
10304,13,Palermo,relacion_de_dependencia,24,4_anio,matrimonio_civil,0,mujer,24,cristianismo,132247,casada,otros
10305,1,Belgrano,relacion_de_dependencia,50,preescolar,matrimonio_civil,0,hombre,40,cristianismo,330543,casado,otros
10306,17,San Isidro,relacion_de_dependencia,56,universidad_3_anio,divorciado,0,mujer,40,budismo,176613,sin_familia,profesional_especializado
10307,13,Palermo,relacion_de_dependencia,68,4_anio,matrimonio_civil,0,hombre,40,cristianismo,174895,casado,otros
10308,13,Palermo,relacion_de_dependencia,65,4_anio,divorciado,0,mujer,40,cristianismo,200408,sin_familia,entretenimiento
10309,14,Palermo,relacion_de_dependencia,67,5_anio,viudo_a,0,hombre,18,cristianismo,219687,sin_familia,ventas
10310,11,Palermo,relacion_de_dependencia,17,2_anio,sin_matrimonio,0,hombre,18,cristianismo,174466,con_hijos,otros
10311,14,Belgrano,relacion_de_dependencia,27,5_anio,sin_matrimonio,0,hombre,38,cristianismo,339921,sin_familia,otros
10312,11,Palermo,empleado_municipal,47,2_anio,pareja_no_presente,0,hombre,40,judaismo,330080,sin_familia,reparador
10313,13,Palermo,relacion_de_dependencia,40,4_anio,matrimonio_civil,0,hombre,50,cristianismo,151504,casado,transporte
10314,13,Belgrano,empleado_provincial,39,4_anio,matrimonio_civil,0,hombre,40,cristianismo,275300,casado,reparador
10315,13,Palermo,relacion_de_dependencia,36,4_anio,divorciado,0,hombre,40,cristianismo,178322,soltero_a,transporte
10316,13,Palermo,empleado_provincial,49,4_anio,viudo_a,0,mujer,40,cristianismo,209482,sin_familia,directivo_gerente
10317,13,Palermo,relacion_de_dependencia,59,4_anio,divorciado,0,mujer,16,cristianismo,157831,sin_familia,entretenimiento
10318,17,Palermo,relacion_de_dependencia,46,universidad_3_anio,viudo_a,0,mujer,20,cristianismo,224314,soltero_a,directivo_gerente
10319,17,Palermo,,71,universidad_3_anio,matrimonio_civil,3456,hombre,16,cristianismo,144461,casado,
10320,18,Palermo,monotibutista,42,universidad_4_anio,divorciado,0,mujer,70,cristianismo,114580,soltero_a,directivo_gerente
10321,19,Palermo,responsable_inscripto,46,universiada_5_anio,matrimonio_civil,0,hombre,50,cristianismo,321764,casado,profesional_especializado
10322,13,Palermo,relacion_de_dependencia,41,4_anio,sin_matrimonio,0,mujer,40,judaismo,197907,sin_familia,soporte_tecnico
10323,14,Palermo,empleado_provincial,20,5_anio,sin_matrimonio,0,mujer,10,cristianismo,199884,con_hijos,otros
10324,11,Palermo,relacion_de_dependencia,30,2_anio,matrimonio_civil,0,hombre,55,cristianismo,332975,casado,inspector
10325,14,Palermo,relacion_de_dependencia,29,5_anio,divorciado,0,hombre,36,cristianismo,37599,sin_familia,entretenimiento
10326,17,Palermo,relacion_de_dependencia,28,universidad_3_anio,sin_matrimonio,0,hombre,50,cristianismo,52199,sin_familia,otros
10327,13,Palermo,monotibutista,61,4_anio,matrimonio_civil,0,mujer,36,cristianismo,45795,casada,entretenimiento
10328,17,Palermo,relacion_de_dependencia,30,universidad_3_anio,matrimonio_civil,-1977,hombre,60,cristianismo,154120,casado,directivo_gerente
10329,14,Agronomia,relacion_de_dependencia,27,5_anio,sin_matrimonio,0,hombre,40,cristianismo,217530,con_hijos,soporte_tecnico
10330,14,Palermo,monotibutista,58,5_anio,matrimonio_civil,0,hombre,32,cristianismo,426263,casado,profesional_especializado
10331,8,Belgrano,relacion_de_dependencia,37,7-8_grado,matrimonio_civil,0,hombre,45,cristianismo,406664,casado,reparador
10332,15,Palermo,relacion_de_dependencia,24,universidad_1_anio,sin_matrimonio,0,hombre,40,cristianismo,269799,sin_familia,directivo_gerente
10333,9,Palermo,relacion_de_dependencia,48,9_grado,divorciado,0,hombre,40,cristianismo,127738,sin_familia,transporte
10334,17,,relacion_de_dependencia,24,universidad_3_anio,sin_matrimonio,0,hombre,16,budismo,330724,sin_familia,profesional_especializado
10335,9,Palermo,relacion_de_dependencia,47,9_grado,matrimonio_civil,4386,hombre,48,cristianismo,138999,casado,reparador
10336,14,Palermo,relacion_de_dependencia,33,5_anio,sin_matrimonio,0,mujer,40,budismo,152744,con_hijos,directivo_gerente
10337,17,Palermo,relacion_de_dependencia,26,universidad_3_anio,sin_matrimonio,0,hombre,45,cristianismo,155459,otro,seguridad
10338,17,Palermo,relacion_de_dependencia,43,universidad_3_anio,matrimonio_civil,15024,hombre,50,cristianismo,222596,casado,directivo_gerente
10339,16,Palermo,relacion_de_dependencia,29,universidad_2_anio,sin_matrimonio,0,hombre,40,cristianismo,209173,sin_familia,ventas
10340,14,Palermo,relacion_de_dependencia,33,5_anio,matrimonio_civil,0,hombre,40,judaismo,513977,casado,soporte_tecnico
10341,13,Palermo,relacion_de_dependencia,45,4_anio,matrimonio_civil,0,hombre,40,cristianismo,186410,casado,transporte
10342,13,Palermo,relacion_de_dependencia,44,4_anio,matrimonio_civil,0,hombre,40,cristianismo,230684,casado,profesional_especializado
10343,14,Palermo,relacion_de_dependencia,44,5_anio,divorciado,0,hombre,40,cristianismo,136986,sin_familia,entretenimiento
10344,13,Palermo,empleado_provincial,34,4_anio,sin_matrimonio,0,mujer,40,judaismo,647591,sin_familia,otros
10345,15,Palermo,relacion_de_dependencia,25,universidad_1_anio,sin_matrimonio,0,mujer,36,cristianismo,264300,con_hijos,profesional_especializado
10346,19,,relacion_de_dependencia,59,universiada_5_anio,matrimonio_civil,0,hombre,40,judaismo,95967,casado,directivo_gerente
10347,17,Palermo,relacion_de_dependencia,33,universidad_3_anio,matrimonio_civil,-1887,mujer,40,cristianismo,187802,casada,entretenimiento
10348,17,Palermo,responsable_inscripto,45,universidad_3_anio,matrimonio_civil,0,hombre,50,cristianismo,270079,casado,directivo_gerente
10349,13,Palermo,relacion_de_dependencia,58,4_anio,divorciado,0,mujer,42,cristianismo,141379,sin_familia,entretenimiento
10350,13,Palermo,relacion_de_dependencia,18,4_anio,sin_matrimonio,0,hombre,26,cristianismo,176653,con_hijos,limpiador
10351,15,Palermo,relacion_de_dependencia,35,universidad_1_anio,divorciado,0,hombre,40,cristianismo,176900,sin_familia,reparador
10352,10,Palermo,relacion_de_dependencia,55,1_anio,matrimonio_civil,0,hombre,40,cristianismo,200217,casado,reparador
10353,11,Palermo,relacion_de_dependencia,43,2_anio,separado,0,mujer,40,cristianismo,188331,soltero_a,ventas
10354,12,Palermo,relacion_de_dependencia,36,3_anio,matrimonio_civil,0,hombre,40,cristianismo,158363,casado,inspector
10355,17,Palermo,monotibutista,42,universidad_3_anio,matrimonio_civil,0,hombre,45,cristianismo,247422,casado,directivo_gerente
10356,13,,relacion_de_dependencia,45,4_anio,matrimonio_civil,0,mujer,50,cristianismo,247120,otro,transporte
10357,14,Palermo,empleado_municipal,20,5_anio,sin_matrimonio,0,hombre,40,cristianismo,37932,sin_familia,limpiador
10358,13,Palermo,monotibutista,27,4_anio,matrimonio_civil,0,hombre,40,cristianismo,32280,casado,sector_primario
10359,14,Palermo,relacion_de_dependencia,23,5_anio,sin_matrimonio,0,mujer,8,cristianismo,197286,con_hijos,ventas
10360,6,Palermo,relacion_de_dependencia,55,5-6_grado,matrimonio_civil,0,hombre,40,cristianismo,228595,casado,otros
10361,11,Palermo,relacion_de_dependencia,51,2_anio,sin_matrimonio,0,hombre,35,budismo,81534,otro,otros
10362,10,Palermo,relacion_de_dependencia,17,1_anio,sin_matrimonio,0,hombre,16,cristianismo,165457,con_hijos,otros
10363,13,Palermo,relacion_de_dependencia,28,4_anio,sin_matrimonio,0,hombre,50,cristianismo,209109,con_hijos,reparador
10364,17,,relacion_de_dependencia,31,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,141817,casado,otros
10365,11,Palermo,,66,2_anio,matrimonio_civil,0,hombre,40,cristianismo,249043,casado,
10366,13,Palermo,monotibutista,61,4_anio,matrimonio_civil,0,hombre,30,cristianismo,185640,casado,directivo_gerente
10367,13,Palermo,relacion_de_dependencia,19,4_anio,sin_matrimonio,0,hombre,20,cristianismo,400195,con_hijos,otros
10368,14,Palermo,relacion_de_dependencia,28,5_anio,separado,0,hombre,40,cristianismo,267912,sin_familia,entretenimiento
10369,18,Palermo,relacion_de_dependencia,39,universidad_4_anio,matrimonio_civil,0,hombre,45,cristianismo,370032,casado,profesional_especializado
10370,13,Palermo,relacion_de_dependencia,34,4_anio,matrimonio_civil,0,hombre,40,judaismo,191957,casado,entretenimiento
10371,13,Palermo,relacion_de_dependencia,53,4_anio,matrimonio_civil,0,hombre,40,cristianismo,361405,casado,profesional_especializado
10372,17,Palermo,relacion_de_dependencia,54,universidad_3_anio,divorciado,0,mujer,40,cristianismo,103580,sin_familia,profesional_especializado
10373,17,Palermo,relacion_de_dependencia,44,universidad_3_anio,matrimonio_civil,0,hombre,35,cristianismo,116632,casado,directivo_gerente
10374,16,Palermo,relacion_de_dependencia,34,universidad_2_anio,sin_matrimonio,0,mujer,40,cristianismo,185480,con_hijos,entretenimiento
10375,13,Palermo,relacion_de_dependencia,41,4_anio,matrimonio_civil,99999,hombre,60,cristianismo,94113,casado,reparador
10376,13,Parque Avellaneda,monotibutista,26,4_anio,matrimonio_civil,0,hombre,40,cristianismo,75654,casado,directivo_gerente
10377,18,Palermo,relacion_de_dependencia,38,universidad_4_anio,sin_matrimonio,0,mujer,40,cristianismo,104727,sin_familia,entretenimiento
10378,19,Palermo,relacion_de_dependencia,28,universiada_5_anio,sin_matrimonio,0,hombre,45,cristianismo,302406,sin_familia,profesional_especializado
10379,13,Palermo,relacion_de_dependencia,63,4_anio,matrimonio_civil,0,hombre,40,cristianismo,116993,casado,inspector
10380,14,Palermo,relacion_de_dependencia,51,5_anio,matrimonio_civil,0,hombre,40,cristianismo,274528,casado,ventas
10381,16,Palermo,empleadao_estatal,53,universidad_2_anio,matrimonio_civil,0,mujer,40,judaismo,218382,casada,entretenimiento
10382,16,Palermo,empleadao_estatal,35,universidad_2_anio,divorciado,0,mujer,40,judaismo,170425,soltero_a,profesional_especializado
10383,17,Palermo,responsable_inscripto,49,universidad_3_anio,sin_matrimonio,0,hombre,60,cristianismo,148437,sin_familia,ventas
10384,14,Palermo,relacion_de_dependencia,43,5_anio,matrimonio_civil,0,hombre,40,cristianismo,24264,casado,profesional_especializado
10385,13,Palermo,empleado_provincial,50,4_anio,matrimonio_civil,-1485,hombre,40,cristianismo,78923,casado,reparador
10386,14,Palermo,responsable_inscripto,49,5_anio,divorciado,0,mujer,40,cristianismo,106169,sin_familia,ventas
10387,13,Palermo,empleado_municipal,43,4_anio,matrimonio_civil,0,hombre,40,cristianismo,211860,casado,reparador
10388,19,Palermo,relacion_de_dependencia,49,universiada_5_anio,sin_matrimonio,0,hombre,48,cristianismo,250821,otro,sector_primario
10389,15,Palermo,relacion_de_dependencia,29,universidad_1_anio,matrimonio_civil,0,mujer,40,cristianismo,202558,otro,soporte_tecnico
10390,15,Palermo,relacion_de_dependencia,30,universidad_1_anio,sin_matrimonio,0,mujer,32,cristianismo,96480,con_hijos,entretenimiento
10391,13,Palermo,relacion_de_dependencia,32,4_anio,matrimonio_civil,0,mujer,40,judaismo,215912,casada,otros
10392,14,Palermo,responsable_inscripto,51,5_anio,divorciado,0,mujer,70,cristianismo,182211,con_hijos,ventas
10393,13,Palermo,empleadao_estatal,33,4_anio,matrimonio_civil,0,hombre,40,cristianismo,206392,casado,profesional_especializado
10394,17,Palermo,relacion_de_dependencia,38,universidad_3_anio,divorciado,0,hombre,50,cristianismo,150057,con_hijos,ventas
10395,13,Palermo,responsable_inscripto,38,4_anio,divorciado,0,hombre,40,cristianismo,105044,sin_familia,reparador
10396,13,Palermo,relacion_de_dependencia,45,4_anio,matrimonio_civil,0,hombre,42,cristianismo,168195,casado,transporte
10397,13,Palermo,empleadao_estatal,18,4_anio,sin_matrimonio,0,hombre,50,cristianismo,54377,con_hijos,limpiador
10398,16,Palermo,monotibutista,69,universidad_2_anio,matrimonio_civil,20051,hombre,15,cristianismo,118174,casado,ventas
10399,14,Palermo,relacion_de_dependencia,54,5_anio,viudo_a,0,mujer,40,cristianismo,229375,soltero_a,ventas
10400,17,San Isidro,empleadao_estatal,44,universidad_3_anio,matrimonio_civil,-1977,hombre,40,budismo,109414,casado,entretenimiento
10401,13,Palermo,relacion_de_dependencia,40,4_anio,divorciado,-625,mujer,40,judaismo,158275,soltero_a,entretenimiento
10402,13,Palermo,relacion_de_dependencia,40,4_anio,sin_matrimonio,0,hombre,44,cristianismo,32185,con_hijos,limpiador
10403,14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,hombre,50,cristianismo,228452,sin_familia,ventas
10404,13,Palermo,relacion_de_dependencia,36,4_anio,matrimonio_civil,15024,hombre,56,cristianismo,170174,casado,reparador
10405,17,Palermo,relacion_de_dependencia,39,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,162370,casado,directivo_gerente
10406,11,Palermo,relacion_de_dependencia,18,2_anio,sin_matrimonio,0,hombre,40,cristianismo,260253,con_hijos,otros
10407,13,Palermo,relacion_de_dependencia,42,4_anio,matrimonio_civil,0,hombre,40,cristianismo,252392,casado,transporte
10408,14,Palermo,relacion_de_dependencia,27,5_anio,matrimonio_civil,0,hombre,50,cristianismo,99897,casado,reparador
10409,14,,,22,5_anio,sin_matrimonio,0,hombre,15,cristianismo,52596,con_hijos,
10410,13,Palermo,relacion_de_dependencia,38,4_anio,matrimonio_civil,0,hombre,40,cristianismo,48093,casado,inspector
10411,14,Palermo,relacion_de_dependencia,24,5_anio,sin_matrimonio,0,hombre,35,judaismo,275244,sin_familia,directivo_gerente
10412,13,Palermo,relacion_de_dependencia,41,4_anio,matrimonio_civil,0,hombre,40,cristianismo,173316,casado,inspector
10413,14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,mujer,45,cristianismo,162164,con_hijos,servicio_domestico
10414,11,Palermo,relacion_de_dependencia,62,2_anio,divorciado,0,mujer,40,judaismo,166425,sin_familia,inspector
